-1242,-987,223,-508,103,16,4227,-8153,-647,-220,111,270
-1254,-987,231,-384,-120,266,4169,-8211,-789,-301,-71,321
-1256,-439,247,-376,-127,0,4189,-8193,-861,-339,-34,164
-1258,-1019,95,-504,-240,56,4243,-8243,-809,-426,-120,117
-1234,-601,255,-508,-128,52,4217,-8199,-787,-474,-140,89
-1240,-489,371,-1016,-127,64,4183,-8171,-709,-440,-111,51
-1218,-587,223,-999,-120,248,4159,-8195,-713,-371,-84,-4
1654,-503,257,-990,-128,210,4093,-8195,-699,-329,-66,-23
1626,-443,-31,-1021,-64,164,4085,-8187,-807,-329,-34,-3
1576,-471,239,-944,9,66,4137,-8127,-815,-390,-112,-67
1622,-315,231,-992,-126,4,4113,-8079,-815,-483,-124,-19
1580,-507,249,-798,24,10,4053,-8181,-839,-502,-88,6
1574,-457,95,-826,-156,35,3959,-8211,-747,-541,-136,34
1654,-459,-31,-1021,56,16,3945,-8131,-589,-523,-133,90
1574,-339,-31,-1008,6,174,3979,-8061,-611,-501,-77,187
1654,-491,159,-1020,144,256,3977,-7863,-669,-559,-55,253
1406,-1015,-17,-1018,130,306,3881,-8301,-765,-489,-298,354
1558,-995,-21,-510,-384,322,3979,-8339,-801,-458,-357,353
1692,-353,33,-492,-224,37,4203,-8227,-979,-426,-326,424
-1098,-499,231,216,-735,129,4345,-8179,-775,-529,-810,459
1816,-1019,495,260,-1227,67,3847,-8311,-919,-633,-1193,50
928,-1007,129,1,-5046,96,2347,-8087,-1299,-754,-5298,453
-742,-987,1319,-3520,1036,2592,1775,-8663,-641,-1359,-7109,2884
-9406,4101,1127,-5104,70,2058,409,-9075,447,-900,-6770,6643
-9318,3137,803,1040,1144,640,161,-9577,2613,1411,-6931,9978
-8810,109,513,4168,-948,4,705,-7911,3465,6247,-820,10648
-7370,1285,4139,4106,-6912,1099,2107,-5195,3695,5761,-7073,9147
-8346,2295,4129,4242,-8752,2321,1645,-5131,4707,5108,-8685,12050
-9192,-891,2299,6148,-12253,531,3361,-4637,5713,6815,-9433,11097
-1210,-955,1027,8192,-7680,17,5883,-5713,4517,10283,-5873,7670
-986,-969,231,2561,272,4658,6463,-3131,4691,11207,-7611,5530
6950,-955,3583,3329,1160,2624,8843,-3873,3411,11636,-6661,3248
6982,-1007,273,8224,321,-14309,8589,-4233,1635,11735,-7665,-1857
5994,3125,-1825,9506,3200,-14138,8479,-3303,-539,9832,-3491,-6061
5656,-311,-1521,768,8241,4,7019,497,-1991,4954,-1255,-9171
2862,-459,7209,8208,348,3115,5413,3339,-991,-3462,949,-12975
-6346,-1019,2479,128,2076,16400,-787,5937,3155,-11913,3326,-11794
-25250,1425,4357,-27648,2048,19463,-7629,2819,6919,-18207,3843,-4053
-15050,-475,479,-22205,216,2052,-8725,-451,6511,-17728,474,3968
-9122,-3031,775,-32376,832,2241,-4629,-985,8427,-14651,-5541,12836
-7250,-763,8449,-15552,-5114,16705,-645,-703,8641,-7787,-4982,16717
-9162,1299,8687,1237,42,7200,1205,-2253,8455,1909,-2814,14984
-678,-913,4063,6185,2176,8530,1727,-2939,3937,6072,-2114,8044
-234,-1003,1015,26,-14064,2564,3451,-3371,3113,5945,-12678,7768
2934,-763,2079,136,1124,32,5667,-1733,2393,7907,-9802,6081
7064,-933,2079,3842,4112,-11632,7721,-1301,1461,8254,-9142,-687
7594,-739,95,4292,708,-5612,7909,-691,403,7103,-3952,-5589
7510,-971,1537,4648,33,2147,6767,-237,-1223,4852,1635,-9408
5414,-987,4261,2194,1026,1152,6909,723,-2173,2121,3608,-13068
-9066,3661,31,1088,521,912,1775,5089,785,-1131,2550,-15876
-25826,10253,8735,164,429,1,-6173,11701,8275,3812,5600,-12277
-25834,8205,3043,5121,-6650,-10112,-8367,11525,2853,5601,-3805,-282
-5346,2085,2531,2112,-15485,8192,-2875,6779,-2407,2967,-5128,9809
-7112,-1017,63,-19423,-13548,1024,-927,1313,-3273,-2143,-1172,11914
22,4615,-2049,-16352,1537,9793,1403,-1069,-2513,-6285,1993,11762
2346,3079,-3609,-10215,2048,2050,4087,-3029,-2375,-10586,2015,11183
