669,15,-1881,-480,-159,-64,576,591,-825,-512,-184,-64
683,15,-1959,-912,-180,1,586,-15239,-779,-399,-142,2
737,-5,-1925,-489,25,26,656,-15299,-829,-469,44,29
611,-45,-1869,-480,64,8,478,-15387,-695,-411,88,60
617,-93,-1835,-491,-255,26,668,-15293,-883,-425,-120,27
673,-113,-1943,-471,-256,145,616,-15305,-727,-438,-131,-51
673,-45,-1867,-474,-191,64,540,-15423,-811,-475,-208,-68
-1991,23,-1773,-992,-3840,4,-1620,-15721,-589,-956,-4411,-155
-1959,-753,133,-448,-13758,16,-1980,-16061,1693,-17,-13974,1791
3161,-1137,-1453,2564,1032,438,-5630,-16527,4875,3059,-11029,7904
3251,-2161,-607,37,4485,528,-9158,-17745,5577,7264,-17274,13094
2733,-6623,-1673,10529,5127,1538,-9566,-20297,9469,11361,-19490,18390
-8867,-5231,-1785,16648,18,105,-8392,-19867,8823,16789,-22368,20384
-4167,-1133,535,18444,76,15362,-3764,-15965,6393,19900,-23305,15517
2951,1463,371,17938,-21412,9538,-1600,-14259,1463,18072,-21292,8909
2667,1487,125,18090,1064,521,3910,-10971,-1369,20490,-14595,276
7273,947,-611,17499,2592,1,7528,-9391,-5385,19494,-13406,-4504
8841,-7173,-1947,12297,8549,2624,8924,-5959,-6883,14283,-3623,-9447
5723,-5207,-1917,8964,8245,4224,5474,-4059,-10271,8545,-2127,-12438
601,-2341,-813,-3583,1026,290,1586,-1845,-10937,-2976,1846,-13212
-2439,-2605,-1709,-15807,2187,5922,-2264,-823,-5625,-15634,20610,-10155
-5543,-7273,-1837,-19419,7073,4100,-5888,-3203,-3093,-19149,32767,-3551
2835,-7041,-1639,21,9,6312,2684,-6693,-681,-19392,528,6400
-7583,-5233,-1945,-26104,9224,10,-8700,-6209,-809,-26524,10304,6
-19859,-2669,-1885,0,8914,6048,-19970,-2993,-793,36,4160,4360
-7073,-7213,-1133,196,1109,2404,-5228,243,-825,6,132,3196
871,-7275,-1861,512,8202,649,1282,-6725,-375,273,8453,32
4953,-7081,-905,672,8848,547,4880,-5669,-695,1130,8193,524
8809,2385,-1757,272,34,24,9622,-10547,3421,19433,-16922,12933
12907,-6719,531,16900,3136,2368,13366,-3549,-2447,19083,-16114,1838
11873,-6897,255,13320,532,80,11296,-2157,-6757,13791,-7144,-7793
7805,-2023,-1197,4224,1204,1031,7872,-669,-8395,4688,4503,-10963
3825,-869,-1573,-3776,64,516,3732,-255,-7793,-4086,8367,-11706
2649,-1059,-1949,-12470,6325,672,2176,-177,-7225,-8534,6534,-15813
-6439,-4965,-1809,-20480,260,16,-6986,-3417,-6295,-18176,1907,-9956
3169,2775,-1835,-24575,1062,2124,2588,3771,-683,-24512,2306,105
2665,2063,5719,-27547,16514,641,2576,2575,6343,-27128,16717,328
-20963,953,-1965,2320,1024,1208,-21596,1611,-825,2090,4,4265
-8419,-113,-1447,0,2116,6050,-9592,-161,-689,-4022,2113,0
2941,-5225,2141,1441,48,6418,2600,-4451,-757,8089,-2217,22684
9369,1207,2453,1314,1043,80,10640,-9427,3091,16308,-17459,16540
14949,-6893,2133,17549,-23551,1504,15288,-4487,-4815,16784,-22502,3070
10841,-6705,193,8192,86,1440,11508,-2723,-10475,11062,-4276,-9344
4893,-7277,-619,1025,2052,425,5734,-679,-11499,515,6933,-11114
1753,-1677,-1821,-13805,8220,-12224,1526,-481,-8299,-9683,10246,-12242
-1899,-1135,-1949,-13804,10257,-11375,-2904,249,-5547,-14008,10383,-11339
-9695,-7247,-1723,-24055,3137,184,-9462,-5451,-127,-20338,7878,-721
2673,921,-1949,-23930,10753,1090,-15322,-7769,7489,-22831,27300,13240
2649,911,-1445,2054,10513,1797,-13956,1491,-505,1,8195,96
-3239,-7191,-939,66,2048,4488,-2292,-12955,16591,-3154,-5180,21734
3801,-6149,-1529,576,-4000,22,4222,-11675,8243,9359,-2221,19324
9019,1335,147,928,-19701,8192,10524,-10201,1123,17880,-20695,9516
14201,-5231,2195,15748,-20208,5762,14496,-3699,-4875,15458,-19098,-3098
11193,-7239,-1385,8193,6,1157,10780,-2299,-8299,8563,1576,-10887
5985,-6257,163,32,2573,264,6148,607,-10157,-537,11106,-10625
2661,-879,-1801,-8174,8617,1664,2174,239,-8495,-7928,15692,-10694
-3479,-2865,-1917,-15680,8512,640,-4194,-2431,-6549,-10710,9742,-11481
-10647,-4157,-1963,-22208,160,0,-10364,-3603,-2285,-18558,1891,-3083
2653,-7281,-1421,-27512,3348,8194,-9878,-6881,5565,-27377,21175,9409
2979,1233,-1701,640,11432,1316,-21992,-11527,9487,-21181,9237,19018
-2847,-7249,1123,2063,10018,2056,-1090,-13247,18841,-4560,-4940,23160
4761,-7201,1309,6588,1062,4422,4960,-11217,10347,7446,1002,20599
3429,-1777,-1965,2112,-14301,8394,6776,-8921,1905,15635,-15350,12374
13149,-5231,6227,9,0,9536,13910,-4419,-2611,16940,-24221,-1110
10885,-7087,-1837,8705,-2748,7202,11486,-597,-6795,9660,-1184,-9370
6793,-6437,-1965,1008,288,1056,6514,539,-8639,293,14928,-8834
2797,-7277,-1961,-7136,945,452,2738,237,-7885,-7397,10793,-9996
-2199,-3121,-1709,-15304,1028,9,-2680,-1671,-4427,-11031,5295,-9853
-7975,-4145,-1945,-16384,4869,-2814,-7742,-2927,-73,-16161,7283,-1985
2649,-7133,-1821,-22496,0,6272,-8708,-3897,2719,-22943,18394,8081
2659,-3175,-1805,-24283,9154,14380,-19016,-11227,6849,-23463,7365,15041
3137,-6001,-1925,465,13209,2304,-3024,-13533,20771,-7130,-2648,19963
-3421,-6769,611,174,5128,1,-1806,-12089,10443,7753,-3784,20759
6777,-4713,-1953,329,-19968,13312,7426,-10669,3417,18662,-19019,12744
